1
6
	14095612.720573923	4464199.205176805
	14095632.905818352	4463842.198117705
	14096661.043345636	4463508.878846089
	14095239.596157761	4461378.511788499
	14094962.841654122	4463317.279650585
	14095612.720573923	4464199.205176805
1
8
	14069466.818744972	4455213.686626673
	14069703.045888975	4455283.137455444
	14070224.140693227	4454796.439545403
	14070290.778982764	4453295.774585837
	14069935.98489844	4452885.154441744
	14068571.3367612	4453479.441657688
	14068540.615846712	4455025.383314672
	14069466.818744972	4455213.686626673
5
967
	14086837.898720048	4531876.366717851
	14086694.691248307	4532000.886783979
	14086590.836528307	4532018.0903199995
	14086292.737715522	4532272.317018879
	14086384.01164842	4532662.537439446
	14084871.1717124	4533408.734633885
	14085637.511059886	4535194.79500482
	14085309.417671671	4537753.082781827
	14084303.032006083	4539121.7666616775
	14085310.827965107	4543881.072928824
	14083936.619841645	4545954.416704794
	14084480.350865569	4546839.371687411
	14083814.389197681	4547130.34406823
	14084452.464565713	4549816.524009248
	14088003.661805172	4548059.074603918
	14090303.829050815	4545958.871368035
	14092355.353161113	4545740.708567562
	14093952.721354982	4546501.850935175
	14095887.610367075	4548272.185139806
	14100018.769975754	4548491.331626867
	14100990.420050254	4556111.884750225
	14099651.328847907	4556890.521937962
	14099831.005820464	4557364.114503072
	14101905.720149891	4557697.834061066
	14101937.788731478	4558625.673114854
	14103306.14635129	4560864.5452347025
	14102328.926663343	4561649.815730678
	14101965.812686145	4561134.121920597
	14101127.993788308	4561095.002472357
	14101600.28574873	4561551.1020949865
	14101067.512668893	4562212.828793383
	14102180.134035666	4562457.127699002
	14101810.572732532	4562710.385970346
	14101921.091454485	4563145.9744585715
	14101120.51107689	4562799.908074918
	14101335.29812734	4563327.909923882
	14100855.031268355	4563619.665527444
	14101658.003457822	4564997.273068262
	14101448.63880881	4566233.99275009
	14102274.988997558	4567299.810607899
	14101164.707088063	4567238.0801525945
	14100394.17976877	4567998.118975517
	14100950.1062865	4573095.857497809
	14101601.203308964	4572878.133252942
	14102097.5227582	4573509.181073198
	14102766.463202957	4573380.986086014
	14103059.720988162	4573919.722810415
	14103541.268336313	4573582.078285593
	14103632.489794355	4574123.821814029
	14104074.722921085	4574125.266137308
	14104146.059300805	4573161.504826904
	14105652.378901238	4573591.40287537
	14108444.17307124	4575080.255545611
	14110010.814188989	4576863.968018095
	14110707.545386612	4577117.637792659
	14110811.298352972	4576489.709106725
	14117058.96281388	4581086.722205195
	14118742.890405316	4583717.359856969
	14120637.137084339	4585175.223636811
	14121636.169414926	4587949.895359363
	14121177.019191222	4587949.16727588
	14121678.901563298	4588112.635483035
	14123213.630818753	4593301.336898668
	14123923.109258309	4594208.483076252
	14125369.130569147	4594844.270775989
	14129896.936156496	4598825.667418483
	14132496.046028698	4599276.786492012
	14133319.69888282	4599793.10806619
	14133720.008967085	4600630.320659299
	14132182.295908911	4601744.292764392
	14132044.673998086	4602324.435128291
	14133436.285847412	4605197.717394332
	14133408.253076214	4606407.806070436
	14134564.053380538	4608554.356435389
	14137737.099311985	4611589.087387639
	14139097.735543812	4613928.503379054
	14140582.436803339	4615378.086492675
	14143296.500317914	4616801.28024697
	14147995.785523845	4620869.355299715
	14148162.019864528	4619238.320915799
	14149112.616207335	4619166.048018823
	14148890.526019089	4618172.889319158
	14149943.490918014	4617794.216711183
	14149608.225060595	4617413.179476937
	14149605.553090848	4615979.283672944
	14149809.025074204	4613646.441590084
	14150218.949671488	4612935.25480593
	14152112.860046973	4612356.605966208
	14152600.55690234	4612889.147630457
	14153495.130122561	4612913.620203381
	14154129.671511047	4613758.114738579
	14155753.060263539	4613170.226360976
	14155440.925388966	4610422.535780561
	14156629.92202466	4609630.9379205145
	14157073.148489365	4608506.496028274
	14156472.522280063	4607379.205660517
	14157674.421277473	4605754.36869176
	14158639.749569338	4606063.55077437
	14158284.841152638	4603979.179594614
	14158617.186013762	4602368.343868907
	14161114.895713776	4600257.505312819
	14161257.936498776	4599707.983151872
	14162293.020220546	4598858.743186494
	14162511.500769261	4600249.554289913
	14163688.380257092	4600221.318993675
	14164226.181317324	4601577.399367281
	14166103.495520607	4602501.680762533
	14166387.785891863	4603403.948754176
	14167017.108189985	4603716.028358602
	14167189.375426535	4604918.212232216
	14169142.764889866	4605288.528338668
	14169754.145533485	4604523.670404639
	14170742.32960913	4604213.423686962
	14169656.789075453	4603191.590582399
	14169234.11580204	4600156.0875578355
	14168221.495203244	4598649.57828862
	14168448.046890438	4597207.595274604
	14168967.859386059	4597009.640899925
	14169051.018482203	4595894.764303857
	14169422.164644754	4595583.900433866
	14169699.089210324	4595882.785144604
	14170141.363481512	4595563.41116216
	14171498.303125476	4595745.39396688
	14172044.612765115	4596150.037361587
	14172792.325370645	4593366.467374576
	14173276.071138537	4592808.960830872
	14175166.561892636	4592174.432735041
	14175382.421108952	4593752.829782741
	14176329.690121131	4594299.053543448
	14178319.152826011	4594546.633542042
	14179722.38979992	4596169.387064222
	14180354.111058807	4595587.911562885
	14182484.528287267	4595399.9804737475
	14182592.958883628	4594543.45303855
	14183586.463654162	4593849.60790543
	14185516.848357335	4595757.8950803885
	14185833.093473723	4595120.685508292
	14186606.270602737	4594811.586945256
	14187131.118323427	4593204.172048634
	14187066.13349475	4587517.986248
	14187249.445448682	4586666.128550984
	14187992.561661702	4586093.7834355915
	14187878.288350247	4584316.712386016
	14188953.801172482	4581242.896408188
	14190068.535933454	4580337.6508051725
	14192945.57086077	4579950.525948042
	14193671.698569376	4579136.68498583
